explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;sistema_productivo;capacidad_productiva;criterio_sostenibilidad;capacidad
ES221300001017;Producción y reproducción;Abejas;Producción productos apícolas ;Jaca;HUESCA;JACA;;;;Trashumante;No Profesional;Convencional;15
ES221300001091;Producción y reproducción;Abejas;Producción productos apícolas ;Jaca;HUESCA;JACA;;;;Trashumante;No Profesional;Convencional;48
ES221300001227;Producción y reproducción;Abejas;Producción productos apícolas ;Jaca;HUESCA;JACA;;;;Trashumante;No Profesional;Convencional;35
ES221300001462;Producción y reproducción;Abejas;Mixta;Jaca;HUESCA;JACA;;;;Trashumante;No Profesional;Convencional;55
ES221310001001;Producción y reproducción;Abejas;Producción productos apícolas ;Jasa;HUESCA;JACA;30;691190;4730500;Estante;No Profesional;Convencional;60
ES221360001001;Producción y reproducción;Abejas;Producción productos apícolas ;Lalueza;HUESCA;SARIÑENA;;;;Trashumante;Profesional;;210
ES221360001002;Producción y reproducción;Abejas;Producción productos apícolas ;Lalueza;HUESCA;SARIÑENA;;;;Trashumante;Profesional;Convencional;250
ES221370001003;Producción y reproducción;Abejas;Producción productos apícolas ;Lanaja;HUESCA;SARIÑENA;;;;Trashumante;No Profesional;;20
ES221370001023;Producción y reproducción;Abejas;Producción productos apícolas ;Lanaja;HUESCA;SARIÑENA;;;;Trashumante;Profesional;Convencional;155
ES221370001062;Producción y reproducción;Abejas;Producción productos apícolas ;Lanaja;HUESCA;SARIÑENA;;;;Trashumante;Profesional;Convencional;300
ES221370001353;Producción y reproducción;Abejas;Producción productos apícolas ;Lanaja;HUESCA;SARIÑENA;;;;Trashumante;No Profesional;Convencional;149
ES221370001469;Producción y reproducción;Abejas;Producción productos apícolas ;Lanaja;HUESCA;SARIÑENA;;;;Trashumante;No Profesional;Convencional;175
ES221390001337;Producción y reproducción;Abejas;Producción productos apícolas ;Laperdiguera;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;25
ES221410001285;Producción y reproducción;Abejas;Producción productos apícolas ;Lascellas-Ponzano;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;25
ES221420001300;Producción y reproducción;Abejas;Producción productos apícolas ;Lascuarre;HUESCA;GRAUS;;;;Trashumante;No Profesional;Convencional;150
ES221420001556;Producción y reproducción;Abejas;Mixta;Lascuarre;HUESCA;GRAUS;;;;Trashumante;No Profesional;Convencional;150
ES221430001002;Producción y reproducción;Abejas;Producción productos apícolas ;Laspaúles;HUESCA;CASTEJÓN DE SOS;;;;Trashumante;No Profesional;Convencional;25
ES221430001004;Producción y reproducción;Abejas;Producción productos apícolas ;Laspaúles;HUESCA;CASTEJÓN DE SOS;;;;Trashumante;No Profesional;;100
ES221430001005;Producción y reproducción;Abejas;Producción productos apícolas ;Laspaúles;HUESCA;CASTEJÓN DE SOS;;;;Trashumante;Profesional;;150
ES221440001001;Producción y reproducción;Abejas;Producción productos apícolas ;Laspuña;HUESCA;BOLTAÑA;;;;Trashumante;No Profesional;Convencional;26
ES221440001002;Producción y reproducción;Abejas;Producción productos apícolas ;Laspuña;HUESCA;BOLTAÑA;;;;Trashumante;No Profesional;;20
ES221440001036;Producción y reproducción;Abejas;Producción productos apícolas ;Laspuña;HUESCA;BOLTAÑA;;;;Estante;No Profesional;Convencional;30
ES221500001002;Producción y reproducción;Abejas;Producción productos apícolas ;Loporzano;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;30
ES221500001007;Producción y reproducción;Abejas;Producción productos apícolas ;Loporzano;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;20
ES221500001008;Producción y reproducción;Abejas;Producción productos apícolas ;Loporzano;HUESCA;HUESCA;30;724474;4675456;Trashumante;Profesional;Convencional;600
ES221500001009;Producción y reproducción;Abejas;Producción productos apícolas ;Loporzano;HUESCA;HUESCA;30;720600;4666991;Trashumante;Profesional;;375
ES221500001010;Producción y reproducción;Abejas;Producción productos apícolas ;Loporzano;HUESCA;HUESCA;30;721055;4665358;Trashumante;Profesional;;375
ES221500001011;Producción y reproducción;Abejas;Producción productos apícolas ;Loporzano;HUESCA;HUESCA;30;720861;4665656;Trashumante;Profesional;;375
ES221500001012;Producción y reproducción;Abejas;Producción productos apícolas ;Loporzano;HUESCA;HUESCA;30;720812;4668644;Trashumante;Profesional;;375
ES221500001014;Producción y reproducción;Abejas;Producción productos apícolas ;Loporzano;HUESCA;HUESCA;;;;Estante;No Profesional;;30
ES221500001017;Producción y reproducción;Abejas;Producción productos apícolas ;Loporzano;HUESCA;HUESCA;;;;Trashumante;No Profesional;;20
ES221500001018;Producción y reproducción;Abejas;Producción productos apícolas ;Loporzano;HUESCA;HUESCA;;;;Trashumante;No Profesional;;149
ES221500001197;Producción y reproducción;Abejas;Mixta;Loporzano;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;300
ES221500001316;Producción y reproducción;Abejas;Producción productos apícolas ;Loporzano;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;25
ES221500001386;Producción y reproducción;Abejas;Producción productos apícolas ;Loporzano;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;45
ES221500001407;Producción y reproducción;Abejas;Mixta;Loporzano;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;50
ES221500001441;Producción y reproducción;Abejas;Producción productos apícolas ;Loporzano;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;30
ES221500001513;Producción y reproducción;Abejas;Mixta;Loporzano;HUESCA;HUESCA;;;;Trashumante;Profesional;Convencional;200
ES221510001001;Producción y reproducción;Abejas;Producción productos apícolas ;Loscorrales;HUESCA;AYERBE;;;;Trashumante;No Profesional;;120
ES221570001002;Producción y reproducción;Abejas;Producción productos apícolas ;Montanuy;HUESCA;CASTEJÓN DE SOS;;;;Trashumante;No Profesional;Convencional;60
ES221580001003;Producción y reproducción;Abejas;Producción productos apícolas ;Monzón;HUESCA;MONZÓN;;;;Trashumante;No Profesional;Convencional;20
ES221580001004;Producción y reproducción;Abejas;Producción productos apícolas ;Monzón;HUESCA;MONZÓN;;;;Trashumante;Profesional;Convencional;500
ES221580001008;Producción y reproducción;Abejas;Producción productos apícolas ;Monzón;HUESCA;MONZÓN;;;;Trashumante;No Profesional;;20
ES221580001010;Producción y reproducción;Abejas;Producción productos apícolas ;Monzón;HUESCA;MONZÓN;;;;Trashumante;No Profesional;;20
ES221600001006;Producción y reproducción;Abejas;Producción productos apícolas ;Naval;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;38
ES221600001075;Producción y reproducción;Abejas;Producción productos apícolas ;Naval;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;150
ES221630001002;Producción y reproducción;Abejas;Producción productos apícolas ;Nueno;HUESCA;HUESCA;;;;Trashumante;No Profesional;Convencional;50
ES221630001003;Producción y reproducción;Abejas;Mixta;Nueno;HUESCA;HUESCA;;;;Trashumante;No Profesional;;80
ES221630001005;Producción y reproducción;Abejas;Producción productos apícolas ;Nueno;HUESCA;HUESCA;30;712977;4680080;Trashumante;No Profesional;Convencional;16
ES221650001002;Producción y reproducción;Abejas;Producción productos apícolas ;Ontiñena;HUESCA;FRAGA;;;;Trashumante;No Profesional;;25
ES221650001003;Producción y reproducción;Abejas;Producción productos apícolas ;Ontiñena;HUESCA;FRAGA;;;;Trashumante;No Profesional;;100
ES221670001001;Producción y reproducción;Abejas;Producción productos apícolas ;Osso de Cinca;HUESCA;FRAGA;;;;Trashumante;No Profesional;Convencional;50
ES221720001001;Producción y reproducción;Abejas;Producción productos apícolas ;Peñalba;HUESCA;BUJARALOZ;;;;Trashumante;Profesional;;400
ES221720001002;Producción y reproducción;Abejas;Producción productos apícolas ;Peñalba;HUESCA;BUJARALOZ;;;;Trashumante;No Profesional;Convencional;25
ES221720001264;Producción y reproducción;Abejas;Mixta;Peñalba;HUESCA;BUJARALOZ;;;;Trashumante;No Profesional;Convencional;20
ES221720001265;Producción y reproducción;Abejas;Producción productos apícolas ;Peñalba;HUESCA;BUJARALOZ;;;;Trashumante;No Profesional;Convencional;57
ES221720001288;Producción y reproducción;Abejas;Mixta;Peñalba;HUESCA;BUJARALOZ;;;;Trashumante;No Profesional;Convencional;95
ES221730001002;Producción y reproducción;Abejas;Producción productos apícolas ;Peñas de Riglos (Las);HUESCA;AYERBE;30;692333;4700549;Trashumante;No Profesional;Convencional;25
ES221730001005;Producción y reproducción;Abejas;Mixta;Peñas de Riglos (Las);HUESCA;AYERBE;;;;Trashumante;No Profesional;;25
ES221730001013;Producción y reproducción;Abejas;Producción productos apícolas ;Peñas de Riglos (Las);HUESCA;AYERBE;;;;Estante;No Profesional;Convencional;16
ES221730001095;Producción y reproducción;Abejas;Producción productos apícolas ;Peñas de Riglos (Las);HUESCA;AYERBE;;;;Trashumante;No Profesional;Convencional;30
ES221730001522;Producción y reproducción;Abejas;Producción productos apícolas ;Peñas de Riglos (Las);HUESCA;AYERBE;;;;Estante;No Profesional;Convencional;92
ES221740001001;Producción y reproducción;Abejas;Producción productos apícolas ;Peralta de Alcofea;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;30
ES221740001013;Producción y reproducción;Abejas;Producción productos apícolas ;Peralta de Alcofea;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;35
ES221750001002;Producción y reproducción;Abejas;Producción productos apícolas ;Peralta de Calasanz;HUESCA;BINÉFAR;;;;Trashumante;No Profesional;;149
ES221750001004;Producción y reproducción;Abejas;Producción productos apícolas ;Peralta de Calasanz;HUESCA;BINÉFAR;;;;Trashumante;Profesional;Convencional;500
ES221750001005;Producción y reproducción;Abejas;Producción productos apícolas ;Peralta de Calasanz;HUESCA;BINÉFAR;;;;Trashumante;No Profesional;;50
ES221750001006;Producción y reproducción;Abejas;Producción productos apícolas ;Peralta de Calasanz;HUESCA;BINÉFAR;;;;Trashumante;Profesional;;250
ES221760001002;Producción y reproducción;Abejas;Producción productos apícolas ;Peraltilla;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;;149
ES221760001004;Producción y reproducción;Abejas;Producción productos apícolas ;Peraltilla;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;;50
ES221760001141;Producción y reproducción;Abejas;Producción productos apícolas ;Peraltilla;HUESCA;BARBASTRO;;;;Trashumante;No Profesional;Convencional;60
ES221780001001;Producción y reproducción;Abejas;Producción productos apícolas ;Pertusa;HUESCA;HUESCA;30;738449;4653162;Trashumante;No Profesional;;16
ES221820001001;Producción y reproducción;Abejas;Producción productos apícolas ;Plan;HUESCA;BOLTAÑA;30;774620;4719825;Trashumante;Profesional;;500
ES221870001002;Producción y reproducción;Abejas;Producción productos apícolas ;Puebla de Castro (La);HUESCA;GRAUS;;;;Trashumante;No Profesional;;149
ES221870001003;Producción y reproducción;Abejas;Producción productos apícolas ;Puebla de Castro (La);HUESCA;GRAUS;;;;Trashumante;No Profesional;;149
ES221880001001;Producción y reproducción;Abejas;Producción productos apícolas ;Puente de Montañana;HUESCA;GRAUS;;;;Trashumante;No Profesional;Convencional;100
ES221890001002;Producción y reproducción;Abejas;Producción productos apícolas ;Puértolas;HUESCA;BOLTAÑA;;;;Trashumante;No Profesional;Convencional;35
ES221890001006;Producción y reproducción;Abejas;Producción productos apícolas ;Puértolas;HUESCA;BOLTAÑA;;;;Trashumante;No Profesional;Convencional;149
ES221970001002;Producción y reproducción;Abejas;Producción productos apícolas ;Robres;HUESCA;GRAÑÉN;;;;Trashumante;No Profesional;Convencional;30
ES221970001003;Producción y reproducción;Abejas;Producción productos apícolas ;Robres;HUESCA;GRAÑÉN;;;;Trashumante;No Profesional;Convencional;20
ES221990001002;Producción y reproducción;Abejas;Producción productos apícolas ;Sabiñánigo;HUESCA;SABIÑÁNIGO;;;;Estante;No Profesional;Convencional;20
ES221990001006;Producción y reproducción;Abejas;Producción productos apícolas ;Sabiñánigo;HUESCA;SABIÑÁNIGO;;;;Trashumante;No Profesional;Convencional;114
ES221990001106;Producción y reproducción;Abejas;Producción productos apícolas ;Sabiñánigo;HUESCA;SABIÑÁNIGO;;;;Trashumante;No Profesional;Convencional;110
ES221990001204;Producción y reproducción;Abejas;Producción productos apícolas ;Sabiñánigo;HUESCA;SABIÑÁNIGO;;;;Trashumante;No Profesional;Convencional;20
ES221990001205;Producción y reproducción;Abejas;Producción productos apícolas ;Sabiñánigo;HUESCA;SABIÑÁNIGO;;;;Trashumante;No Profesional;;30
ES221990001438;Producción y reproducción;Abejas;Mixta;Sabiñánigo;HUESCA;SABIÑÁNIGO;;;;Trashumante;No Profesional;Convencional;30
ES222000001001;Producción y reproducción;Abejas;Producción productos apícolas ;Sahún;HUESCA;CASTEJÓN DE SOS;;;;Trashumante;No Profesional;Convencional;50
ES222050001001;Producción y reproducción;Abejas;Producción productos apícolas ;San Esteban de Litera;HUESCA;BINÉFAR;;;;Trashumante;Profesional;Convencional;400
ES222050001004;Producción y reproducción;Abejas;Producción productos apícolas ;San Esteban de Litera;HUESCA;BINÉFAR;;;;Trashumante;No Profesional;Convencional;50
ES222050001005;Producción y reproducción;Abejas;Producción productos apícolas ;San Esteban de Litera;HUESCA;BINÉFAR;;;;Trashumante;No Profesional;Convencional;50
ES222050001007;Producción y reproducción;Abejas;Producción productos apícolas ;San Esteban de Litera;HUESCA;BINÉFAR;;;;Trashumante;Profesional;Convencional;400
ES222050001008;Producción y reproducción;Abejas;Producción productos apícolas ;San Esteban de Litera;HUESCA;BINÉFAR;;;;Trashumante;Profesional;;400
ES222050001010;Producción y reproducción;Abejas;Producción productos apícolas ;San Esteban de Litera;HUESCA;BINÉFAR;;;;Trashumante;No Profesional;;53
ES222050001058;Producción y reproducción;Abejas;Producción productos apícolas ;San Esteban de Litera;HUESCA;BINÉFAR;30;776982;4642383;Trashumante;No Profesional;Convencional;15
ES222050001175;Producción y reproducción;Abejas;Mixta;San Esteban de Litera;HUESCA;BINÉFAR;;;;Trashumante;No Profesional;Convencional;155
ES222050001253;Producción y reproducción;Abejas;Producción productos apícolas ;San Esteban de Litera;HUESCA;BINÉFAR;;;;Trashumante;No Profesional;Convencional;50
ES222050001311;Producción y reproducción;Abejas;Producción productos apícolas ;San Esteban de Litera;HUESCA;BINÉFAR;;;;Trashumante;Profesional;Convencional;95
ES222070001001;Producción y reproducción;Abejas;Producción productos apícolas ;San Juan de Plan;HUESCA;BOLTAÑA;;;;Trashumante;Profesional;Convencional;600
ES222120001532;Producción y reproducción;Abejas;Mixta;Santaliestra y San Quílez;HUESCA;GRAUS;;;;Trashumante;No Profesional;Convencional;152
ES222130001001;Producción y reproducción;Abejas;Producción productos apícolas ;Sariñena;HUESCA;SARIÑENA;;;;Trashumante;No Profesional;Convencional;100
ES222130001053;Producción y reproducción;Abejas;Mixta;Sariñena;HUESCA;SARIÑENA;;;;Trashumante;No Profesional;Convencional;340
