explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;sistema_productivo;capacidad_productiva;criterio_sostenibilidad;capacidad
ES500810011008;Producción y reproducción;Abejas;Producción productos apícolas ;Cetina;ZARAGOZA;ARIZA;30;588828;4567396;Trashumante;Profesional;;250
ES500810011010;Producción y reproducción;Abejas;Producción productos apícolas ;Cetina;ZARAGOZA;ARIZA;30;584665;4564312;Trashumante;No Profesional;;50
ES500860011001;Producción y reproducción;Abejas;Producción productos apícolas ;Codos;ZARAGOZA;CALATAYUD;30;636747;4570838;Trashumante;No Profesional;Convencional;50
ES500860011002;Producción y reproducción;Abejas;Producción productos apícolas ;Codos;ZARAGOZA;CALATAYUD;30;635340;4573476;Trashumante;No Profesional;Convencional;48
ES500860011003;Producción y reproducción;Abejas;Producción productos apícolas ;Codos;ZARAGOZA;CALATAYUD;30;630982;4566403;Trashumante;No Profesional;Convencional;40
ES500900011002;Producción y reproducción;Abejas;Producción productos apícolas ;Cubel;ZARAGOZA;DAROCA;30;612454;4548766;Trashumante;No Profesional;Convencional;47
ES500920011002;Producción y reproducción;Abejas;Producción productos apícolas ;Chiprana;ZARAGOZA;CASPE;30;735560;4567763;Trashumante;Profesional;Convencional;416
ES500920011003;Producción y reproducción;Abejas;Producción productos apícolas ;Chiprana;ZARAGOZA;CASPE;30;735468;4568219;Trashumante;No Profesional;Convencional;38
ES500940011004;Producción y reproducción;Abejas;Producción productos apícolas ;Daroca;ZARAGOZA;DAROCA;;;;Trashumante;Profesional;Convencional;350
ES500940011005;Producción y reproducción;Abejas;Producción productos apícolas ;Daroca;ZARAGOZA;DAROCA;;;;Trashumante;Profesional;Convencional;150
ES500940011007;Producción y reproducción;Abejas;Producción productos apícolas ;Daroca;ZARAGOZA;DAROCA;30;634330;4553896;Trashumante;No Profesional;Convencional;670
ES500940011009;Producción y reproducción;Abejas;Producción productos apícolas ;Daroca;ZARAGOZA;DAROCA;;;;Trashumante;No Profesional;Convencional;150
ES500940011011;Producción y reproducción;Abejas;Mixta;Daroca;ZARAGOZA;DAROCA;30;633994;4551221;Trashumante;No Profesional;;20
ES500940011012;Producción y reproducción;Abejas;Producción productos apícolas ;Daroca;ZARAGOZA;DAROCA;30;629716;4552601;Trashumante;No Profesional;;25
ES500950011002;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;30;646420;4671278;Trashumante;Profesional;Convencional;150
ES500950011003;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;30;643944;4659426;Trashumante;Profesional;Convencional;165
ES500950011004;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;30;640630;4660423;Trashumante;Profesional;Convencional;220
ES500950011008;Producción y reproducción;Abejas;Polinización;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;30;647343;4669778;Estante;No Profesional;Convencional;10
ES500950011014;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;30;639977;4661607;Trashumante;Profesional;Convencional;440
ES500950011016;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;;;;Trashumante;No Profesional;Convencional;105
ES500950011019;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;;;;Trashumante;No Profesional;Convencional;22
ES500950011023;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;;;;Trashumante;Profesional;Convencional;210
ES500950011024;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;;;;Trashumante;No Profesional;Convencional;31
ES500950011026;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;;;;Trashumante;No Profesional;Convencional;50
ES500950011032;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;;;;Trashumante;No Profesional;Convencional;50
ES500950011033;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;30;646798;4658648;Trashumante;No Profesional;Convencional;40
ES500950011037;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;;;;Trashumante;No Profesional;;5
ES500950011045;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;30;658246;4653971;Trashumante;No Profesional;;50
ES500950011047;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;30;653777;4668125;Estante;No Profesional;;50
ES500950011049;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;30;656086;4658774;Trashumante;No Profesional;;15
ES500950011051;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;30;652761;4662016;Trashumante;No Profesional;;50
ES500950011057;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;30;654784;4663497;Trashumante;No Profesional;;20
ES500950011058;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;30;642486;4658701;Trashumante;No Profesional;;50
ES500950011060;Producción y reproducción;Abejas;Producción productos apícolas ;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;30;650279;4653884;Trashumante;No Profesional;;5
ES500950011061;Producción y reproducción;Abejas;Mixta;Ejea de los Caballeros;ZARAGOZA;EJEA DE LOS CABALLEROS;30;637441;4661050;Trashumante;No Profesional;;16
ES500960011001;Producción y reproducción;Abejas;Producción productos apícolas ;Embid de Ariza;ZARAGOZA;ARIZA;30;589897;4581251;Trashumante;No Profesional;Convencional;40
ES500960011002;Producción y reproducción;Abejas;Producción productos apícolas ;Embid de Ariza;ZARAGOZA;ARIZA;30;584478;4582244;Trashumante;No Profesional;;60
ES500960011004;Producción y reproducción;Abejas;Producción productos apícolas ;Embid de Ariza;ZARAGOZA;ARIZA;30;588847;4579493;Trashumante;No Profesional;;20
ES500980011002;Producción y reproducción;Abejas;Producción productos apícolas ;Encinacorba;ZARAGOZA;CARIÑENA;30;646694;4573629;Trashumante;No Profesional;Convencional;90
ES500980011003;Producción y reproducción;Abejas;Mixta;Encinacorba;ZARAGOZA;CARIÑENA;30;645700;4569689;Trashumante;Profesional;Convencional;400
ES500980011004;Producción y reproducción;Abejas;Producción productos apícolas ;Encinacorba;ZARAGOZA;CARIÑENA;30;642703;4574506;Trashumante;No Profesional;;30
ES500980011005;Producción y reproducción;Abejas;Producción productos apícolas ;Encinacorba;ZARAGOZA;CARIÑENA;30;642705;4574508;Trashumante;Profesional;;150
ES500980011006;Producción y reproducción;Abejas;Producción productos apícolas ;Encinacorba;ZARAGOZA;CARIÑENA;30;643033;4570685;Trashumante;Profesional;;200
ES500990011002;Producción y reproducción;Abejas;Producción productos apícolas ;Épila;ZARAGOZA;ÉPILA;;;;Trashumante;Profesional;Convencional;825
ES500990011007;Producción y reproducción;Abejas;Mixta;Épila;ZARAGOZA;ÉPILA;;;;Trashumante;Profesional;Convencional;850
ES500990011008;Producción y reproducción;Abejas;Mixta;Épila;ZARAGOZA;ÉPILA;;;;Trashumante;No Profesional;Convencional;75
ES500990011009;Producción y reproducción;Abejas;Producción productos apícolas ;Épila;ZARAGOZA;ÉPILA;;;;Trashumante;No Profesional;Convencional;250
ES500990011010;Producción y reproducción;Abejas;Mixta;Épila;ZARAGOZA;ÉPILA;;;;Trashumante;No Profesional;Convencional;40
ES500990011011;Producción y reproducción;Abejas;Producción productos apícolas ;Épila;ZARAGOZA;ÉPILA;30;628879;4609957;Trashumante;No Profesional;Convencional;20
ES500990011012;Producción y reproducción;Abejas;Mixta;Épila;ZARAGOZA;ÉPILA;30;650267;4601662;Trashumante;No Profesional;Convencional;10
ES500990011013;Producción y reproducción;Abejas;Producción productos apícolas ;Épila;ZARAGOZA;ÉPILA;30;644471;4605170;Trashumante;No Profesional;;68
ES500990011015;Producción y reproducción;Abejas;Producción productos apícolas ;Épila;ZARAGOZA;ÉPILA;30;644472;4603469;Trashumante;Profesional;;100
ES500990011016;Producción y reproducción;Abejas;Producción productos apícolas ;Épila;ZARAGOZA;ÉPILA;30;638335;4608220;Trashumante;No Profesional;;100
ES500990011018;Producción y reproducción;Abejas;Producción productos apícolas ;Épila;ZARAGOZA;ÉPILA;30;664342;4601554;Trashumante;No Profesional;;100
ES501020011003;Producción y reproducción;Abejas;Polinización;Fabara;ZARAGOZA;CASPE;30;764564;4567332;Trashumante;No Profesional;;120
ES501050011002;Producción y reproducción;Abejas;Producción productos apícolas ;Fayón;ZARAGOZA;CASPE;31;275635;4569734;Trashumante;No Profesional;;40
ES501130011001;Producción y reproducción;Abejas;Producción productos apícolas ;Fuendejalón;ZARAGOZA;BORJA;30;627240;4616061;Trashumante;Profesional;Convencional;2500
ES501130011002;Producción y reproducción;Abejas;Producción productos apícolas ;Fuendejalón;ZARAGOZA;BORJA;30;627191;4617111;Trashumante;Profesional;;90
ES501130011003;Producción y reproducción;Abejas;Mixta;Fuendejalón;ZARAGOZA;BORJA;30;627884;4616931;Trashumante;No Profesional;;15
ES501140011002;Producción y reproducción;Abejas;Producción productos apícolas ;Fuendetodos;ZARAGOZA;BELCHITE;;;;Trashumante;No Profesional;Convencional;60
ES501140011009;Producción y reproducción;Abejas;Producción productos apícolas ;Fuendetodos;ZARAGOZA;BELCHITE;30;677443;4578810;Trashumante;No Profesional;Convencional;40
ES501140011010;Producción y reproducción;Abejas;Producción productos apícolas ;Fuendetodos;ZARAGOZA;BELCHITE;;;;Trashumante;No Profesional;;100
ES501150011002;Producción y reproducción;Abejas;Mixta;Fuentes de Ebro;ZARAGOZA;ZARAGOZA;30;698195;4595492;Trashumante;No Profesional;Convencional;35
ES501150011003;Producción y reproducción;Abejas;Mixta;Fuentes de Ebro;ZARAGOZA;ZARAGOZA;30;694759;4601957;Estante;No Profesional;Integrado ;10
ES501150011004;Producción y reproducción;Abejas;Producción productos apícolas ;Fuentes de Ebro;ZARAGOZA;ZARAGOZA;30;699673;4599578;Trashumante;No Profesional;;100
ES501170011001;Producción y reproducción;Abejas;Producción productos apícolas ;Gallocanta;ZARAGOZA;DAROCA;30;625236;4541208;Trashumante;No Profesional;Convencional;50
ES501170011002;Producción y reproducción;Abejas;Producción productos apícolas ;Gallocanta;ZARAGOZA;DAROCA;30;624864;4541357;Trashumante;No Profesional;Convencional;20
ES501170011003;Producción y reproducción;Abejas;Producción productos apícolas ;Gallocanta;ZARAGOZA;DAROCA;30;623985;4540203;Trashumante;Profesional;;300
ES501170011004;Producción y reproducción;Abejas;Mixta;Gallocanta;ZARAGOZA;DAROCA;30;619859;4538867;Trashumante;Profesional;;450
ES501190011002;Producción y reproducción;Abejas;Producción productos apícolas ;Gelsa;ZARAGOZA;QUINTO;30;710842;4584058;Trashumante;Profesional;Convencional;300
ES501190011004;Producción y reproducción;Abejas;Producción productos apícolas ;Gelsa;ZARAGOZA;QUINTO;30;716582;4588773;Trashumante;No Profesional;;20
ES501210011002;Producción y reproducción;Abejas;Producción productos apícolas ;Gotor;ZARAGOZA;ILLUECA;30;611001;4599014;Estante;No Profesional;Convencional;15
ES501220011005;Producción y reproducción;Abejas;Producción productos apícolas ;Grisel;ZARAGOZA;TARAZONA;30;605449;4634197;Trashumante;Profesional;;100
ES501240011010;Producción y reproducción;Abejas;Mixta;Herrera de los Navarros;ZARAGOZA;DAROCA;30;665520;4563324;Trashumante;No Profesional;;20
ES501250011001;Producción y reproducción;Abejas;Producción productos apícolas ;Ibdes;ZARAGOZA;ARIZA;;;;Trashumante;Profesional;Convencional;500
ES501300011001;Producción y reproducción;Abejas;Producción productos apícolas ;Jarque;ZARAGOZA;ILLUECA;30;611144;4606292;Trashumante;No Profesional;Convencional;110
ES501300011002;Producción y reproducción;Abejas;Producción productos apícolas ;Jarque;ZARAGOZA;ILLUECA;30;611467;4603887;Trashumante;Profesional;;150
ES501310011005;Producción y reproducción;Abejas;Producción productos apícolas ;Jaulín;ZARAGOZA;ZARAGOZA;30;670323;4585503;Trashumante;No Profesional;;40
ES501360011004;Producción y reproducción;Abejas;Mixta;Lécera;ZARAGOZA;BELCHITE;30;694093;4554190;Trashumante;No Profesional;;25
ES501360011006;Producción y reproducción;Abejas;Mixta;Lécera;ZARAGOZA;BELCHITE;30;689129;4565653;Trashumante;Profesional;;1000
ES501370011001;Producción y reproducción;Abejas;Producción productos apícolas ;Leciñena;ZARAGOZA;ZUERA;30;701114;4634726;Trashumante;Profesional;Convencional;200
ES501370011004;Producción y reproducción;Abejas;Producción productos apícolas ;Leciñena;ZARAGOZA;ZUERA;30;695367;4630281;Trashumante;No Profesional;Convencional;25
ES501370011009;Producción y reproducción;Abejas;Producción productos apícolas ;Leciñena;ZARAGOZA;ZUERA;;;;Estante;No Profesional;Convencional;10
ES501370011012;Producción y reproducción;Abejas;Producción productos apícolas ;Leciñena;ZARAGOZA;ZUERA;;;;Trashumante;No Profesional;Convencional;10
ES501370011019;Producción y reproducción;Abejas;Mixta;Leciñena;ZARAGOZA;ZUERA;30;695970;4640241;Trashumante;No Profesional;;21
ES501370011024;Producción y reproducción;Abejas;Producción productos apícolas ;Leciñena;ZARAGOZA;ZUERA;30;699542;4627108;Trashumante;No Profesional;;25
ES501380011001;Producción y reproducción;Abejas;Producción productos apícolas ;Lechón;ZARAGOZA;DAROCA;30;645095;4549968;Trashumante;No Profesional;;16
ES501390011004;Producción y reproducción;Abejas;Otras;Letux;ZARAGOZA;BELCHITE;;;;Estante;No Profesional;Convencional;20
ES501390011005;Producción y reproducción;Abejas;Producción productos apícolas ;Letux;ZARAGOZA;BELCHITE;30;683911;4570102;Trashumante;No Profesional;Convencional;30
ES501390011007;Producción y reproducción;Abejas;Producción productos apícolas ;Letux;ZARAGOZA;BELCHITE;30;682103;4569332;Trashumante;No Profesional;;25
ES501400011005;Producción y reproducción;Abejas;Producción productos apícolas ;Litago;ZARAGOZA;TARAZONA;;;;Trashumante;No Profesional;Convencional;20
ES501400011006;Producción y reproducción;Abejas;Mixta;Litago;ZARAGOZA;TARAZONA;30;604725;4630352;Trashumante;No Profesional;Convencional;20
ES501400011008;Producción y reproducción;Abejas;Selección y cría apícola;Litago;ZARAGOZA;TARAZONA;30;601169;4629873;Trashumante;Profesional;;120
ES501410011001;Producción y reproducción;Abejas;Producción productos apícolas ;Lituénigo;ZARAGOZA;TARAZONA;30;601841;4631252;Trashumante;Profesional;Convencional;160
ES501410011002;Producción y reproducción;Abejas;Producción productos apícolas ;Lituénigo;ZARAGOZA;TARAZONA;30;602276;4632401;Trashumante;No Profesional;Convencional;300
ES501410011004;Producción y reproducción;Abejas;Producción productos apícolas ;Lituénigo;ZARAGOZA;TARAZONA;30;605337;4633318;Trashumante;No Profesional;Convencional;35
ES501410011005;Producción y reproducción;Abejas;Producción productos apícolas ;Lituénigo;ZARAGOZA;TARAZONA;30;602935;4631738;Trashumante;No Profesional;Convencional;40
ES501410011007;Producción y reproducción;Abejas;Producción productos apícolas ;Lituénigo;ZARAGOZA;TARAZONA;30;603573;4632290;Trashumante;No Profesional;;150
ES501480011001;Producción y reproducción;Abejas;Producción productos apícolas ;Luesia;ZARAGOZA;EJEA DE LOS CABALLEROS;;;;Trashumante;No Profesional;Convencional;300
ES501480011003;Producción y reproducción;Abejas;Producción productos apícolas ;Luesia;ZARAGOZA;EJEA DE LOS CABALLEROS;;;;Trashumante;No Profesional;Convencional;70
ES501480011005;Producción y reproducción;Abejas;Producción productos apícolas ;Luesia;ZARAGOZA;EJEA DE LOS CABALLEROS;30;661929;4696000;Estante;No Profesional;Convencional;80
ES501480011006;Producción y reproducción;Abejas;Otras;Luesia;ZARAGOZA;EJEA DE LOS CABALLEROS;30;662373;4695354;Estante;No Profesional;;18
ES501480011007;Producción y reproducción;Abejas;Producción productos apícolas ;Luesia;ZARAGOZA;EJEA DE LOS CABALLEROS;30;663191;4697033;Trashumante;No Profesional;;24
ES501480011009;Producción y reproducción;Abejas;Producción productos apícolas ;Luesia;ZARAGOZA;EJEA DE LOS CABALLEROS;30;660464;4693699;Trashumante;No Profesional;;24
ES501490011002;Producción y reproducción;Abejas;Producción productos apícolas ;Luesma;ZARAGOZA;DAROCA;30;655880;4559851;Trashumante;Profesional;Convencional;300
ES501490011003;Producción y reproducción;Abejas;Producción productos apícolas ;Luesma;ZARAGOZA;DAROCA;;;;Estante;No Profesional;Convencional;50
ES501510011001;Producción y reproducción;Abejas;Producción productos apícolas ;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;;;;Trashumante;No Profesional;Convencional;50
ES501510011010;Producción y reproducción;Abejas;Producción productos apícolas ;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;;;;Trashumante;No Profesional;Convencional;40
ES501510011013;Producción y reproducción;Abejas;Producción productos apícolas ;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;671381;4675012;Trashumante;Profesional;Ecológico;500
ES501510011014;Producción y reproducción;Abejas;Producción productos apícolas ;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;30;672334;4673487;Trashumante;No Profesional;;30
ES501510011015;Producción y reproducción;Abejas;Producción productos apícolas ;Luna;ZARAGOZA;EJEA DE LOS CABALLEROS;;;;Trashumante;No Profesional;;26
ES501540011002;Producción y reproducción;Abejas;Producción productos apícolas ;Mainar;ZARAGOZA;DAROCA;;;;Trashumante;Profesional;Convencional;190
ES501540011003;Producción y reproducción;Abejas;Producción productos apícolas ;Mainar;ZARAGOZA;DAROCA;30;693189;4567235;Trashumante;No Profesional;;23
ES501570011001;Producción y reproducción;Abejas;Producción productos apícolas ;Malón;ZARAGOZA;TARAZONA;30;609400;4644372;Estante;No Profesional;Convencional;15
ES501590011001;Producción y reproducción;Abejas;Producción productos apícolas ;Maluenda;ZARAGOZA;CALATAYUD;;;;Trashumante;No Profesional;Convencional;100
ES501590011002;Producción y reproducción;Abejas;Producción productos apícolas ;Maluenda;ZARAGOZA;CALATAYUD;30;615556;4573112;Trashumante;No Profesional;;50
ES501590011003;Producción y reproducción;Abejas;Mixta;Maluenda;ZARAGOZA;CALATAYUD;30;613972;4570868;Trashumante;No Profesional;;50
ES501600011002;Producción y reproducción;Abejas;Producción productos apícolas ;Mallén;ZARAGOZA;BORJA;30;626960;4641100;Trashumante;No Profesional;Convencional;
ES501600011003;Producción y reproducción;Abejas;Producción productos apícolas ;Mallén;ZARAGOZA;BORJA;30;622470;4635139;Trashumante;No Profesional;Convencional;150
ES501600011005;Producción y reproducción;Abejas;Mixta;Mallén;ZARAGOZA;BORJA;30;630607;4640673;Trashumante;No Profesional;;50
ES501610011002;Producción y reproducción;Abejas;Mixta;Manchones;ZARAGOZA;DAROCA;30;627446;4555963;Trashumante;No Profesional;;40
ES501650011001;Producción y reproducción;Abejas;Mixta;Mequinenza;ZARAGOZA;FRAGA;31;270335;4586747;Trashumante;No Profesional;Convencional;152
ES501650011002;Producción y reproducción;Abejas;Mixta;Mequinenza;ZARAGOZA;FRAGA;;;;Trashumante;No Profesional;Convencional;152
ES501650011005;Producción y reproducción;Abejas;Producción productos apícolas ;Mequinenza;ZARAGOZA;FRAGA;31;268900;4582870;Trashumante;No Profesional;;60
ES501660011002;Producción y reproducción;Abejas;Producción productos apícolas ;Mesones de Isuela;ZARAGOZA;ILLUECA;30;620357;4601421;Trashumante;No Profesional;Convencional;140
ES501660011003;Producción y reproducción;Abejas;Producción productos apícolas ;Mesones de Isuela;ZARAGOZA;ILLUECA;;;;Trashumante;No Profesional;Convencional;80
ES501670011001;Producción y reproducción;Abejas;Producción productos apícolas ;Mezalocha;ZARAGOZA;CARIÑENA;;;;Trashumante;No Profesional;Convencional;40
ES501690011001;Producción y reproducción;Abejas;Mixta;Miedes de Aragón;ZARAGOZA;CALATAYUD;30;631325;4566000;Trashumante;Profesional;;225
ES501700011003;Producción y reproducción;Abejas;Producción productos apícolas ;Monegrillo;ZARAGOZA;QUINTO;30;720174;4609470;Trashumante;Profesional;Ecológico;200
ES501710011005;Producción y reproducción;Abejas;Producción productos apícolas ;Moneva;ZARAGOZA;BELCHITE;;;;Trashumante;Profesional;Convencional;300
ES501710011007;Producción y reproducción;Abejas;Mixta;Moneva;ZARAGOZA;BELCHITE;30;682097;4554598;Trashumante;No Profesional;;30
ES501710011008;Producción y reproducción;Abejas;Mixta;Moneva;ZARAGOZA;BELCHITE;30;678993;4556343;Trashumante;No Profesional;;70
ES501730011003;Producción y reproducción;Abejas;Producción productos apícolas ;Monterde;ZARAGOZA;CALATAYUD;;;;Trashumante;No Profesional;Convencional;40
ES501730011004;Producción y reproducción;Abejas;Producción productos apícolas ;Monterde;ZARAGOZA;CALATAYUD;30;605974;4558980;Trashumante;No Profesional;Convencional;16
ES501730011005;Producción y reproducción;Abejas;Producción productos apícolas ;Monterde;ZARAGOZA;CALATAYUD;;;;Trashumante;Profesional;Convencional;300
ES501730011007;Producción y reproducción;Abejas;Producción productos apícolas ;Monterde;ZARAGOZA;CALATAYUD;;;;Trashumante;No Profesional;Convencional;30
ES501730011013;Producción y reproducción;Abejas;Mixta;Monterde;ZARAGOZA;CALATAYUD;30;605678;4558166;Trashumante;No Profesional;;9
ES501750011005;Producción y reproducción;Abejas;Mixta;Morata de Jalón;ZARAGOZA;LA ALMUNIA DE DOÑA GODINA;30;629114;4588725;Trashumante;No Profesional;Convencional;60
ES501770011004;Producción y reproducción;Abejas;Polinización;Morés;ZARAGOZA;CALATAYUD;30;622814;4593544;Trashumante;No Profesional;Convencional;50
ES501770011005;Producción y reproducción;Abejas;Mixta;Morés;ZARAGOZA;CALATAYUD;30;621042;4592086;Trashumante;No Profesional;;25
ES501780011002;Producción y reproducción;Abejas;Producción productos apícolas ;Moros;ZARAGOZA;CALATAYUD;30;598099;4581893;Trashumante;No Profesional;;10
ES501790011001;Producción y reproducción;Abejas;Producción productos apícolas ;Moyuela;ZARAGOZA;BELCHITE;30;672251;4559188;Trashumante;No Profesional;Convencional;250
ES501790011002;Producción y reproducción;Abejas;Producción productos apícolas ;Moyuela;ZARAGOZA;BELCHITE;30;670070;4552524;Trashumante;No Profesional;Convencional;32
ES501790011003;Producción y reproducción;Abejas;Producción productos apícolas ;Moyuela;ZARAGOZA;BELCHITE;30;673401;4559824;Trashumante;No Profesional;;30
ES501790011004;Producción y reproducción;Abejas;Mixta;Moyuela;ZARAGOZA;BELCHITE;30;676890;4555412;Trashumante;Profesional;;300
ES501830011001;Producción y reproducción;Abejas;Mixta;Munébrega;ZARAGOZA;CALATAYUD;30;604261;4569596;Trashumante;No Profesional;;20
ES501840011002;Producción y reproducción;Abejas;Producción productos apícolas ;Murero;ZARAGOZA;DAROCA;30;627437;4556713;Estante;No Profesional;Convencional;12
ES501890011002;Producción y reproducción;Abejas;Mixta;Nonaspe;ZARAGOZA;CASPE;31;269947;4560514;Estante;Profesional;;150
ES501890011003;Producción y reproducción;Abejas;Producción productos apícolas ;Nonaspe;ZARAGOZA;CASPE;31;270298;4565593;Trashumante;Profesional;;250
ES501900011001;Producción y reproducción;Abejas;Producción productos apícolas ;Novallas;ZARAGOZA;TARAZONA;30;606995;4644242;Trashumante;No Profesional;;3
ES501920011003;Producción y reproducción;Abejas;Producción productos apícolas ;Nuévalos;ZARAGOZA;CALATAYUD;30;602865;4564360;Trashumante;No Profesional;;25
ES501960011009;Producción y reproducción;Abejas;Producción productos apícolas ;Orera;ZARAGOZA;CALATAYUD;30;629031;4574332;Trashumante;No Profesional;;18
ES501970011002;Producción y reproducción;Abejas;Producción productos apícolas ;Orés;ZARAGOZA;EJEA DE LOS CABALLEROS;30;664853;4684310;Trashumante;No Profesional;Convencional;65
ES501970011003;Producción y reproducción;Abejas;Producción productos apícolas ;Orés;ZARAGOZA;EJEA DE LOS CABALLEROS;;;;Trashumante;No Profesional;Convencional;30
ES501970011004;Producción y reproducción;Abejas;Producción productos apícolas ;Orés;ZARAGOZA;EJEA DE LOS CABALLEROS;30;666786;4686139;Estante;No Profesional;;45
ES501980011001;Producción y reproducción;Abejas;Producción productos apícolas ;Oseja;ZARAGOZA;ILLUECA;30;607981;4608703;Trashumante;Profesional;Convencional;225
ES501990011001;Producción y reproducción;Abejas;Producción productos apícolas ;Osera de Ebro;ZARAGOZA;ZARAGOZA;30;706246;4603910;Trashumante;No Profesional;Convencional;1250
ES501990011004;Producción y reproducción;Abejas;Mixta;Osera de Ebro;ZARAGOZA;ZARAGOZA;30;704516;4601143;Trashumante;No Profesional;;130
ES502000011004;Producción y reproducción;Abejas;Mixta;Paniza;ZARAGOZA;CARIÑENA;;;;Trashumante;Profesional;Convencional;415
ES502000011005;Producción y reproducción;Abejas;Mixta;Paniza;ZARAGOZA;CARIÑENA;30;650933;4568085;Trashumante;No Profesional;;140
ES502010011001;Producción y reproducción;Abejas;Producción productos apícolas ;Paracuellos de Jiloca;ZARAGOZA;CALATAYUD;30;610969;4573185;Trashumante;No Profesional;Convencional;20
ES502010011004;Producción y reproducción;Abejas;Producción productos apícolas ;Paracuellos de Jiloca;ZARAGOZA;CALATAYUD;30;612419;4574230;Trashumante;No Profesional;;80
ES502030011002;Producción y reproducción;Abejas;Mixta;Pastriz;ZARAGOZA;ZARAGOZA;;;;Trashumante;No Profesional;Convencional;40
ES502030011003;Producción y reproducción;Abejas;Selección y cría apícola;Pastriz;ZARAGOZA;ZARAGOZA;30;687532;4608673;Trashumante;No Profesional;;14
ES502050011003;Producción y reproducción;Abejas;Producción productos apícolas ;Pedrosas (Las);ZARAGOZA;EJEA DE LOS CABALLEROS;30;674017;4654982;Trashumante;No Profesional;Convencional;50
ES502050011005;Producción y reproducción;Abejas;Producción productos apícolas ;Pedrosas (Las);ZARAGOZA;EJEA DE LOS CABALLEROS;30;673046;4652221;Trashumante;No Profesional;Convencional;25
ES502070011001;Producción y reproducción;Abejas;Producción productos apícolas ;Piedratajada;ZARAGOZA;EJEA DE LOS CABALLEROS;30;680601;4666250;Trashumante;No Profesional;Convencional;35
ES502080011007;Producción y reproducción;Abejas;Producción productos apícolas ;Pina de Ebro;ZARAGOZA;QUINTO;30;712763;4596309;Estante;No Profesional;;50
ES502100011001;Producción y reproducción;Abejas;Producción productos apícolas ;Pintanos (Los);ZARAGOZA;SOS DEL REY CATÓLICO;;;;Estante;No Profesional;Convencional;35
ES502120011001;Producción y reproducción;Abejas;Mixta;Pleitas;ZARAGOZA;ALAGÓN;30;648623;4618802;Trashumante;No Profesional;;75
ES502130011001;Producción y reproducción;Abejas;Producción productos apícolas ;Plenas;ZARAGOZA;BELCHITE;;;;Trashumante;Profesional;Convencional;192
ES502140011005;Producción y reproducción;Abejas;Producción productos apícolas ;Pomer;ZARAGOZA;ILLUECA;30;595319;4608857;Trashumante;Profesional;Convencional;150
ES502140011007;Producción y reproducción;Abejas;Producción productos apícolas ;Pomer;ZARAGOZA;ILLUECA;30;595271;4610541;Trashumante;No Profesional;Convencional;40
ES502150011002;Producción y reproducción;Abejas;Mixta;Pozuel de Ariza;ZARAGOZA;ARIZA;30;573172;4579885;Estante;No Profesional;;10
