explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;criterio_sostenibilidad;capacidad
ES221120000421;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;783122;4600446;Convencional;599
ES221120000422;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;777670;4608730;Convencional;700
ES221120000424;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;784176;4605860;Convencional;
ES221120000425;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;785530;4608877;Convencional;600
ES221120000426;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;783660;4604855;Convencional;210
ES221120000430;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;777700;4608765;Convencional;200
ES221120000431;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;779145;4609145;Convencional;100
ES221120000432;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;785275;4609415;Convencional;120
ES221120000433;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;785478;4609042;Convencional;120
ES221120000434;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;783967;4604935;Convencional;1200
ES221120000435;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;786529;4605164;Convencional;150
ES221120000436;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Fraga;HUESCA;FRAGA;30;775732;4607862;Convencional;120
ES221120000437;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;785440;4609176;Convencional;60
ES221120000438;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;782432;4603612;Convencional;180
ES221120000439;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;785639;4610845;Convencional;600
ES221120000440;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;784110;4604875;Convencional;300
ES221120000441;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;785205;4609672;Convencional;60
ES221120000442;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;785265;4609555;Convencional;60
ES221120000443;Producción y reproducción;Bóvidos;Cebo o Cebadero;Fraga;HUESCA;FRAGA;30;784619;4604471;Convencional;200
ES221120000445;Producción y reproducción;Bóvidos;Cebo o Cebadero;Fraga;HUESCA;FRAGA;30;784615;4604505;Convencional;200
ES221120000448;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;786034;4604314;Convencional;90
ES221120000449;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;785102;4609830;Convencional;120
ES221120000450;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;785710;4608900;Convencional;240
ES221120000451;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Fraga;HUESCA;FRAGA;30;781420;4604258;;3000
ES221120000452;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fraga;HUESCA;FRAGA;30;785629;4610656;;2000
ES221120000628;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Fraga;HUESCA;FRAGA;30;780961;4606959;;293
ES221122103221;Matadero;Bóvidos;;Fraga;HUESCA;FRAGA;30;779932;4600837;;10
ES221127000000;Pasto;Bóvidos;;Fraga;HUESCA;FRAGA;30;755822;4592543;Convencional;
ES221130000400;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;770915;4695895;Convencional;
ES221130000402;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Fueva (La);HUESCA;BOLTAÑA;30;771712;4696532;Convencional;32
ES221130000405;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Fueva (La);HUESCA;BOLTAÑA;30;767500;4696592;Convencional;
ES221130000406;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Fueva (La);HUESCA;BOLTAÑA;30;768790;4696780;Convencional;100
ES221130000407;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;769036;4696864;Convencional;173
ES221130000408;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;770675;4695910;Convencional;220
ES221130000409;Producción y reproducción;Bóvidos;Reproducción para producción de leche;Fueva (La);HUESCA;BOLTAÑA;30;768670;4700760;Convencional;60
ES221130000410;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;770695;4695945;Convencional;
ES221130000412;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;771408;4696651;Convencional;120
ES221130000416;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;768804;4696932;Convencional;100
ES221130000417;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;763496;4688504;Convencional;270
ES221130000418;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;768695;4697652;Convencional;120
ES221130000419;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;769672;4694695;Convencional;90
ES221130000420;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;768955;4695206;Convencional;90
ES221130000421;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Fueva (La);HUESCA;BOLTAÑA;30;769260;4696874;Convencional;86
ES221130000422;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;769246;4695568;Convencional;120
ES221130000423;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;767645;4702988;Convencional;90
ES221130000424;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;770634;4695543;Convencional;100
ES221130000425;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;768974;4694869;Convencional;90
ES221130000426;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;770944;4702364;Convencional;90
ES221130000427;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Fueva (La);HUESCA;BOLTAÑA;30;768598;4697816;Convencional;40
ES221130000428;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Fueva (La);HUESCA;BOLTAÑA;30;771596;4702209;Convencional;56
ES221130000429;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;770720;4695380;;300
ES221130000430;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Fueva (La);HUESCA;BOLTAÑA;30;769225;4695270;;40
ES221130000431;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Fueva (La);HUESCA;BOLTAÑA;30;768736;4695508;Ecológico;50
ES221130000432;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Fueva (La);HUESCA;BOLTAÑA;30;773050;4696825;;100
ES221130000433;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Fueva (La);HUESCA;BOLTAÑA;30;768860;4700445;Convencional;60
ES221130000434;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Fueva (La);HUESCA;BOLTAÑA;30;770700;4696480;;50
ES221130000435;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;770875;4697866;;599
ES221130000436;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;768500;4701213;;130
ES221130000437;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;769237;4694895;;599
ES221130000438;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Fueva (La);HUESCA;BOLTAÑA;30;772638;4689162;;420
ES221130000439;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;770283;4698388;;420
ES221130000440;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Fueva (La);HUESCA;BOLTAÑA;30;767935;4694301;;70
ES221130009430;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Fueva (La);HUESCA;BOLTAÑA;30;769225;4695270;;40
ES221137000000;Pasto;Bóvidos;;Fueva (La);HUESCA;BOLTAÑA;;;;Convencional;
ES221137000001;Pasto;Bóvidos;;Fueva (La);HUESCA;BOLTAÑA;30;765651;4695132;Convencional;300
ES221137000002;Pasto;Bóvidos;;Fueva (La);HUESCA;BOLTAÑA;30;773751;4697020;Convencional;200
ES221137000003;Pasto;Bóvidos;;Fueva (La);HUESCA;BOLTAÑA;30;770975;4694447;Convencional;150
ES221137000004;Pasto;Bóvidos;;Fueva (La);HUESCA;BOLTAÑA;30;770465;4708201;Convencional;180
ES221137000005;Pasto;Bóvidos;;Fueva (La);HUESCA;BOLTAÑA;30;766789;4684435;Convencional;600
ES221137000006;Pasto;Bóvidos;;Fueva (La);HUESCA;BOLTAÑA;30;772261;4703960;Convencional;50
ES221137000007;Pasto;Bóvidos;;Fueva (La);HUESCA;BOLTAÑA;30;776829;4695085;Convencional;200
ES221137000008;Pasto;Bóvidos;;Fueva (La);HUESCA;BOLTAÑA;30;771302;4702040;Convencional;40
ES221137000009;Pasto;Bóvidos;;Fueva (La);HUESCA;BOLTAÑA;30;766689;4704508;Convencional;100
ES221137000010;Pasto;Bóvidos;;Fueva (La);HUESCA;BOLTAÑA;30;774338;4694892;Convencional;61
ES221137000011;Pasto;Bóvidos;Reproducción para producción de carne;Fueva (La);HUESCA;BOLTAÑA;30;768556;4685393;;120
ES221137000012;Pasto;Bóvidos;Reproducción para producción de carne;Fueva (La);HUESCA;BOLTAÑA;30;769565;4694935;;60
ES221137000013;Pasto;Bóvidos;Reproducción para producción de carne;Fueva (La);HUESCA;BOLTAÑA;30;769794;4693280;;120
ES221137000014;Pasto;Bóvidos;Reproducción para producción de carne;Fueva (La);HUESCA;BOLTAÑA;30;772800;4698168;;40
ES221137000015;Pasto;Bóvidos;Reproducción para producción de carne;Fueva (La);HUESCA;BOLTAÑA;30;769691;4705147;;200
ES221140000402;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Gistaín;HUESCA;BOLTAÑA;30;774084;4720800;Convencional;32
ES221140000407;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Gistaín;HUESCA;BOLTAÑA;30;773700;4720875;Convencional;
ES221140000408;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Gistaín;HUESCA;BOLTAÑA;30;772015;4720494;Convencional;
ES221140000410;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Gistaín;HUESCA;BOLTAÑA;30;773800;4720771;Convencional;
ES221147000000;Pasto;Bóvidos;;Gistaín;HUESCA;BOLTAÑA;30;775440;4729472;Convencional;
ES221147000001;Pasto;Bóvidos;;Gistaín;HUESCA;BOLTAÑA;30;773743;4727694;Convencional;250
ES221157000001;Pasto;Bóvidos;Reproducción para producción de carne;Grado (El);HUESCA;BARBASTRO;30;763648;4669610;;20
ES221160000402;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Grañén;HUESCA;GRAÑÉN;30;719130;4647547;Convencional;25
ES221160000403;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;718345;4638890;Convencional;
ES221160000408;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;717617;4651204;Convencional;
ES221160000413;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;719185;4652820;Convencional;
ES221160000416;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;717011;4640038;Convencional;120
ES221160000417;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Grañén;HUESCA;GRAÑÉN;30;718069;4652303;Convencional;25
ES221160000418;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;718627;4651650;Convencional;150
ES221160000420;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;718860;4637244;Convencional;200
ES221160000421;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;718375;4638940;Convencional;
ES221160000422;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;725560;4647575;Convencional;
ES221160000423;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;722700;4643310;Convencional;500
ES221160000424;Producción y reproducción;Bóvidos;Reproducción para producción de leche;Grañén;HUESCA;GRAÑÉN;30;722700;4643360;Convencional;105
ES221160000425;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;722882;4644103;Convencional;518
ES221160000427;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Grañén;HUESCA;GRAÑÉN;30;719107;4647420;Convencional;36
ES221160000428;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Grañén;HUESCA;GRAÑÉN;30;719127;4647455;Convencional;60
ES221160000430;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;717015;4640000;Convencional;110
ES221160000431;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Grañén;HUESCA;GRAÑÉN;30;718730;4644005;Convencional;100
ES221160000432;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Grañén;HUESCA;GRAÑÉN;30;718843;4643886;Convencional;599
ES221160000435;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;716825;4640007;Convencional;100
ES221160000437;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;717113;4639867;Convencional;390
ES221160000438;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;718754;4651884;Convencional;120
ES221160000439;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Grañén;HUESCA;GRAÑÉN;30;718829;4641770;Convencional;70
ES221160000440;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Grañén;HUESCA;GRAÑÉN;30;716425;4647165;Convencional;160
ES221160000441;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;717017;4641990;Convencional;240
ES221160000442;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Grañén;HUESCA;GRAÑÉN;30;722132;4644360;;134
ES221160000443;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;718232;4654200;;472
ES221160000444;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Grañén;HUESCA;GRAÑÉN;30;722325;4644435;;100
ES221160000445;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Grañén;HUESCA;GRAÑÉN;30;720232;4644150;;500
ES221160000446;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Grañén;HUESCA;GRAÑÉN;30;722526;4644495;Convencional;110
ES221160000447;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Grañén;HUESCA;GRAÑÉN;30;718450;4642180;Convencional;100
ES221160000448;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Grañén;HUESCA;GRAÑÉN;30;719150;4641642;Convencional;300
ES221160000449;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Grañén;HUESCA;GRAÑÉN;30;716869;4641843;;70
ES221160000451;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;717912;4654159;;599
ES221160000452;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Grañén;HUESCA;GRAÑÉN;30;723401;4641124;;200
ES221160000453;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Grañén;HUESCA;GRAÑÉN;30;718696;4641841;;115
ES221160000454;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Grañén;HUESCA;GRAÑÉN;30;720879;4648100;;100
ES221160000455;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;719407;4637667;;400
ES221160000456;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;722944;4644470;;599
ES221160000457;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;719063;4637393;;599
ES221160009402;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Grañén;HUESCA;GRAÑÉN;30;719131;4647548;;400
ES221160009417;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Grañén;HUESCA;GRAÑÉN;30;717884;4652328;;450
ES221160009427;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Grañén;HUESCA;GRAÑÉN;30;719108;4647421;;60
ES221160009444;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;722326;4644436;;200
ES221160009446;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Grañén;HUESCA;GRAÑÉN;30;722527;4644496;;220
ES221167000001;Pasto;Bóvidos;Reproducción para producción de carne;Grañén;HUESCA;GRAÑÉN;30;719072;4647376;Convencional;35
ES221167000002;Pasto;Bóvidos;Reproducción para producción de carne;Grañén;HUESCA;GRAÑÉN;30;718618;4641616;Convencional;120
ES221167000005;Pasto;Bóvidos;Reproducción para producción de carne;Grañén;HUESCA;GRAÑÉN;30;722326;4644049;Convencional;150
ES221170000402;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Graus;HUESCA;GRAUS;30;775125;4673964;Convencional;150
ES221170000403;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Graus;HUESCA;GRAUS;30;776445;4679525;Convencional;150
ES221170000406;Producción y reproducción;Bóvidos;Reproducción para producción de leche;Graus;HUESCA;GRAUS;30;785553;4678976;Convencional;80
ES221170000407;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Graus;HUESCA;GRAUS;30;780089;4670026;Convencional;260
ES221170000408;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Graus;HUESCA;GRAUS;30;776730;4681120;Convencional;150
ES221170000409;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Graus;HUESCA;GRAUS;30;777539;4677282;Convencional;142
