explotacion;tipo;especie;clasif;municipio;provincia;oca;huso;longitud_utm;latitud_utm;criterio_sostenibilidad;capacidad
ES441220000401;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Híjar;TERUEL;HÍJAR;30;714809;4561433;Convencional;400
ES441220000402;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Híjar;TERUEL;HÍJAR;30;713828;4562652;Convencional;1000
ES441220000405;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Híjar;TERUEL;HÍJAR;30;712708;4561800;Convencional;180
ES441220000406;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Híjar;TERUEL;HÍJAR;30;713828;4562652;Convencional;300
ES441220000408;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Híjar;TERUEL;HÍJAR;30;713828;4562652;Convencional;400
ES441220000412;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Híjar;TERUEL;HÍJAR;30;712578;4561727;Convencional;155
ES441220000413;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Híjar;TERUEL;HÍJAR;30;712836;4561589;Convencional;155
ES441220000414;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Híjar;TERUEL;HÍJAR;30;712900;4561687;Convencional;155
ES441220000415;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Híjar;TERUEL;HÍJAR;30;712586;4561847;Convencional;155
ES441220000416;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Híjar;TERUEL;HÍJAR;30;712772;4561690;Convencional;155
ES441220000417;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Híjar;TERUEL;HÍJAR;30;712843;4561791;Convencional;55
ES441220000418;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Híjar;TERUEL;HÍJAR;30;713644;4562326;;150
ES441220000419;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Híjar;TERUEL;HÍJAR;30;712381;4562308;;450
ES441220000420;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Híjar;TERUEL;HÍJAR;30;712819;4565218;;600
ES441220000421;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Híjar;TERUEL;HÍJAR;30;704948;4565799;;599
ES441220000422;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Híjar;TERUEL;HÍJAR;30;715451;4561091;;400
ES441227000000;Pasto;Bóvidos;;Híjar;TERUEL;HÍJAR;30;715564;4560389;Convencional;
ES441230000004;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Hinojosa de Jarque;TERUEL;MONTALBÁN;30;692325;4505134;;60
ES441237000000;Pasto;Bóvidos;;Hinojosa de Jarque;TERUEL;MONTALBÁN;30;690737;4504656;Convencional;10000
ES441260000403;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;728146;4484101;Convencional;70
ES441260000405;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;725607;4481667;Convencional;50
ES441260000406;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;724956;4482745;Convencional;32
ES441260000408;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;727389;4484759;Convencional;15
ES441260000410;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;728170;4483929;Convencional;100
ES441260000411;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;727284;4484517;Convencional;15
ES441260000414;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;725716;4481876;Convencional;50
ES441260000415;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;727304;4486463;Convencional;25
ES441260000422;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;728197;4484024;Convencional;150
ES441260008832;Matadero;Bóvidos;;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;727224;4484536;Convencional;
ES441267000000;Pasto;Bóvidos;;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;727226;4484682;Convencional;0
ES441267000005;Pasto;Bóvidos;;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;727226;4484682;Convencional;0
ES441267000006;Pasto;Bóvidos;Reproducción para producción de carne;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;31;259039;4462990;;42
ES441267000007;Pasto;Bóvidos;;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;723528;4482996;;50
ES441267000008;Pasto;Bóvidos;;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;728971;4485884;;9
ES441267000009;Pasto;Bóvidos;Reproducción para producción de carne;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;726080;4482209;;60
ES441267000010;Pasto;Bóvidos;;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;;;;;30
ES441267000011;Pasto;Bóvidos;;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;730650;4484350;;30
ES441267000012;Pasto;Bóvidos;;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;727347;4485262;;6
ES441269000000;Plaza de Toros permanente;Bóvidos;;Iglesuela del Cid (La);TERUEL;CANTAVIEJA;30;727227;4484693;Convencional;
ES441279000000;Plaza de Toros permanente;Bóvidos;;Jabaloyas;TERUEL;ALBARRACÍN;30;628795;4451233;Convencional;
ES441287000000;Pasto;Bóvidos;;Jarque de la Val;TERUEL;MONTALBÁN;30;685760;4508070;Convencional;10000
ES441297000000;Pasto;Bóvidos;;Jatiel;TERUEL;HÍJAR;30;719382;4566540;Convencional;
ES441310000400;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Josa;TERUEL;MUNIESA;30;687217;4535022;;80
ES441337000000;Pasto;Bóvidos;;Lanzuela;TERUEL;CALAMOCHA;30;659709;4563449;;250
ES441350000400;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Libros;TERUEL;TERUEL;30;650142;4445567;;80
ES441357000000;Pasto;Bóvidos;;Libros;TERUEL;TERUEL;30;650352;4447323;Convencional;
ES441370000401;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Linares de Mora;TERUEL;MORA DE RUBIELOS;30;705195;4467110;Convencional;90
ES441370000403;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Linares de Mora;TERUEL;MORA DE RUBIELOS;30;705784;4461345;Convencional;60
ES441370000405;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Linares de Mora;TERUEL;MORA DE RUBIELOS;30;703408;4468312;Convencional;90
ES441370000406;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Linares de Mora;TERUEL;MORA DE RUBIELOS;30;701889;4467521;Convencional;33
ES441370000408;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Linares de Mora;TERUEL;MORA DE RUBIELOS;30;706099;4460493;Convencional;48
ES441370000411;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Linares de Mora;TERUEL;MORA DE RUBIELOS;30;704554;4466031;Convencional;90
ES441370000415;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Linares de Mora;TERUEL;MORA DE RUBIELOS;30;705906;4464476;Convencional;24
ES441370000416;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Linares de Mora;TERUEL;MORA DE RUBIELOS;30;702735;4464679;Convencional;12
ES441370000417;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Linares de Mora;TERUEL;MORA DE RUBIELOS;30;705841;4461356;Convencional;5
ES441370000418;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Linares de Mora;TERUEL;MORA DE RUBIELOS;30;709044;4466970;Convencional;70
ES441370000419;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Linares de Mora;TERUEL;MORA DE RUBIELOS;30;706508;4462538;;250
ES441370000420;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Linares de Mora;TERUEL;MORA DE RUBIELOS;30;712449;4465756;;200
ES441377000000;Pasto;Bóvidos;;Linares de Mora;TERUEL;MORA DE RUBIELOS;30;705100;4466163;Convencional;
ES441377000001;Pasto;Bóvidos;;Linares de Mora;TERUEL;MORA DE RUBIELOS;;;;;40
ES441379000000;Plaza de Toros permanente;Bóvidos;;Linares de Mora;TERUEL;MORA DE RUBIELOS;30;700315;4456456;Convencional;
ES441417000000;Pasto;Bóvidos;;Lledó;TERUEL;VALDERROBRES;30;775845;4538914;Convencional;0
ES441439000000;Plaza de Toros permanente;Bóvidos;;Manzanera;TERUEL;MORA DE RUBIELOS;30;684625;4436667;Convencional;
ES441447000000;Pasto;Bóvidos;;Martín del Río;TERUEL;MONTALBÁN;30;677342;4523617;Convencional;10000
ES441450000402;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Mas de las Matas;TERUEL;ALCORISA;30;732220;4524788;Convencional;95
ES441457000001;Pasto;Bóvidos;Reproducción para producción de carne;Mas de las Matas;TERUEL;ALCORISA;30;731373;4523727;;10
ES441477000000;Pasto;Bóvidos;;Mazaleón;TERUEL;VALDERROBRES;30;756514;4546222;Convencional;3902
ES441487000000;Pasto;Bóvidos;;Mezquita de Jarque;TERUEL;MONTALBÁN;30;680187;4509957;Convencional;10000
ES441490000400;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;724446;4492896;Convencional;25
ES441490000401;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;727230;4495693;Convencional;50
ES441490000403;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;725729;4496283;Convencional;65
ES441490000404;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;726259;4492084;;60
ES441490000405;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Mirambel;TERUEL;CANTAVIEJA;30;726217;4491751;Convencional;75
ES441490000406;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;726296;4491781;Convencional;38
ES441490000407;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Mirambel;TERUEL;CANTAVIEJA;30;723733;4497008;Convencional;78
ES441490000408;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;723607;4493432;Convencional;200
ES441490000410;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;722702;4493459;Convencional;100
ES441490000414;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;726375;4493465;Convencional;32
ES441490000415;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;722308;4494871;Convencional;100
ES441490000416;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Mirambel;TERUEL;CANTAVIEJA;30;726084;4493960;Convencional;114
ES441490000417;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Mirambel;TERUEL;CANTAVIEJA;30;726763;4495939;Convencional;150
ES441490000419;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;725979;4493766;;50
ES441490000420;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;721911;4495324;;50
ES441490000421;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;723724;4495188;;90
ES441490000422;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;720215;4496102;;50
ES441490000423;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;723270;4495826;;80
ES441490000424;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;724033;4493443;;75
ES441497000000;Pasto;Bóvidos;;Mirambel;TERUEL;CANTAVIEJA;30;724918;4496347;Convencional;0
ES441497000001;Pasto;Bóvidos;;Mirambel;TERUEL;CANTAVIEJA;30;724918;4496347;Convencional;0
ES441497000002;Pasto;Bóvidos;;Mirambel;TERUEL;CANTAVIEJA;30;724918;4496347;Convencional;0
ES441497000003;Pasto;Bóvidos;;Mirambel;TERUEL;CANTAVIEJA;30;724918;4496347;Convencional;0
ES441497000004;Pasto;Bóvidos;;Mirambel;TERUEL;CANTAVIEJA;30;724918;4496347;Convencional;0
ES441497000005;Pasto;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;721985;4497070;;0
ES441497000006;Pasto;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;721985;4497070;;0
ES441497000007;Pasto;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;726763;4496472;;50
ES441497000008;Pasto;Bóvidos;;Mirambel;TERUEL;CANTAVIEJA;30;727266;4494363;;0
ES441497000010;Pasto;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;722984;4495859;;10
ES441497000011;Pasto;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;723742;4497278;;50
ES441497000012;Pasto;Bóvidos;;Mirambel;TERUEL;CANTAVIEJA;30;727820;4498812;;60
ES441497000013;Pasto;Bóvidos;Reproducción para producción de carne;Mirambel;TERUEL;CANTAVIEJA;30;723162;4497600;;40
ES441499000000;Plaza de Toros permanente;Bóvidos;;Mirambel;TERUEL;CANTAVIEJA;30;718217;4491715;Convencional;
ES441500000401;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Miravete de la Sierra;TERUEL;CANTAVIEJA;30;695692;4492032;Convencional;140
ES441500000402;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Miravete de la Sierra;TERUEL;CANTAVIEJA;30;696203;4492225;;80
ES441507000000;Pasto;Bóvidos;;Miravete de la Sierra;TERUEL;CANTAVIEJA;30;769484;4494353;Convencional;0
ES441509000000;Plaza de Toros permanente;Bóvidos;;Miravete de la Sierra;TERUEL;CANTAVIEJA;30;690418;4488768;Convencional;
ES441530000400;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;639005;4517849;Convencional;600
ES441530000403;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;639077;4518033;Convencional;100
ES441537000000;Pasto;Bóvidos;;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;636246;4515550;Convencional;0
ES441539000000;Plaza de Toros permanente;Bóvidos;;Monreal del Campo;TERUEL;MONREAL DEL CAMPO;30;639014;4516930;Convencional;
ES441540000402;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;30;751135;4520305;Convencional;15
ES441540000410;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Monroyo;TERUEL;VALDERROBRES;30;750071;4518338;;90
ES441547000000;Pasto;Bóvidos;;Monroyo;TERUEL;VALDERROBRES;30;750342;4519567;Convencional;0
ES441547000001;Pasto;Bóvidos;;Monroyo;TERUEL;VALDERROBRES;30;751602;4516265;Convencional;0
ES441547000002;Pasto;Bóvidos;Reproducción para producción de carne;Monroyo;TERUEL;VALDERROBRES;31;249489;4518203;;20
ES441550000400;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Montalbán;TERUEL;MONTALBÁN;30;680641;4526236;;100
ES441557000000;Pasto;Bóvidos;;Montalbán;TERUEL;MONTALBÁN;30;685452;4522125;Convencional;10000
ES441557000002;Pasto;Bóvidos;Reproducción para producción de carne;Montalbán;TERUEL;MONTALBÁN;30;686738;4527043;;200
ES441560000401;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Monteagudo del Castillo;TERUEL;TERUEL;30;686120;4484193;Convencional;80
ES441560000404;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Monteagudo del Castillo;TERUEL;TERUEL;30;686975;4480174;Convencional;104
ES441560000405;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Monteagudo del Castillo;TERUEL;TERUEL;30;685796;4480735;Convencional;40
ES441567000000;Pasto;Bóvidos;;Monteagudo del Castillo;TERUEL;TERUEL;30;685044;4480839;Convencional;0
ES441580000400;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;695916;4461207;Convencional;74
ES441580000401;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;694593;4457571;Convencional;90
ES441580000407;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;691395;4455365;Convencional;30
ES441580000408;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;695700;4465541;Convencional;60
ES441580000410;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;696825;4465572;Convencional;27
ES441580000414;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;692270;4445902;;50
ES441580000415;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;692559;4463090;;100
ES441580000416;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;693786;4452836;;26
ES441580000417;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;693254;4452020;;25
ES441587000000;Pasto;Bóvidos;;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;691659;4460049;Convencional;
ES441587000001;Pasto;Bóvidos;Reproducción para producción de carne;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;714403;4534473;;37
ES441587000002;Pasto;Bóvidos;;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;695765;4466985;;12
ES441589000000;Plaza de Toros permanente;Bóvidos;;Mora de Rubielos;TERUEL;MORA DE RUBIELOS;30;691117;4458103;Convencional;
ES441590000801;Centro de enseñanza;Bóvidos;Cebo o Cebadero;Moscardón;TERUEL;ALBARRACÍN;30;623813;4464339;;4
ES441597000001;Pasto;Bóvidos;;Moscardón;TERUEL;ALBARRACÍN;30;727255;4450496;;60
ES441599000000;Plaza de Toros permanente;Bóvidos;;Moscardón;TERUEL;ALBARRACÍN;30;620518;4459368;Convencional;
ES441600000401;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;716633;4471289;Convencional;60
ES441600000402;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;725011;4470058;Convencional;70
ES441600000404;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;718749;4467340;Convencional;16
ES441600000405;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;716893;4471203;Convencional;72
ES441600000407;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;716693;4471768;Convencional;80
ES441600000408;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;712994;4466511;Convencional;10
ES441600000410;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;721550;4472680;Convencional;72
ES441600000411;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;722220;4474767;Convencional;63
ES441600000412;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;717070;4470176;Convencional;25
ES441600000414;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;726975;4473008;Convencional;60
ES441600000419;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;724228;4479602;;60
ES441600000420;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;713377;4477816;;65
ES441600000422;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;710800;4469849;;60
ES441600000423;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;719315;4474660;;160
ES441600000424;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;706065;4474602;;130
ES441600000425;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;704735;4475104;;80
ES441600000427;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;703698;4475896;;50
ES441600000428;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;718575;4475992;;185
ES441600000429;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;722750;4467165;;80
ES441600000430;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;718305;4470530;;30
ES441600000431;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;718063;4478081;;120
ES441600000432;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;711121;4476609;;120
ES441600000433;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;722053;4468356;;180
ES441607000000;Pasto;Bóvidos;;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;714865;4470237;Convencional;
ES441607000002;Pasto;Bóvidos;;Mosqueruela;TERUEL;MORA DE RUBIELOS;;;;;30
ES441607000003;Pasto;Bóvidos;Reproducción para producción de carne;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;706056;4474605;;50
ES441607000004;Pasto;Bóvidos;;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;724093;4479884;;30
ES441609000000;Plaza de Toros permanente;Bóvidos;;Mosqueruela;TERUEL;MORA DE RUBIELOS;30;716596;4471054;Convencional;
ES441610000400;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Muniesa;TERUEL;MUNIESA;30;690632;4550298;;200
ES441610000401;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Muniesa;TERUEL;MUNIESA;30;685082;4552540;;62
ES441610000402;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Muniesa;TERUEL;MUNIESA;30;689371;4554747;;103
ES441617000000;Pasto;Bóvidos;;Muniesa;TERUEL;MUNIESA;30;683969;4544740;Convencional;1000
ES441619000000;Plaza de Toros permanente;Bóvidos;;Muniesa;TERUEL;MUNIESA;30;681270;4540210;Convencional;
ES441639000000;Plaza de Toros permanente;Bóvidos;;Noguera de Albarracín;TERUEL;ALBARRACÍN;30;612343;4474942;Convencional;0
ES441650000401;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Nogueruelas;TERUEL;MORA DE RUBIELOS;30;702962;4458098;Convencional;30
ES441650000404;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Nogueruelas;TERUEL;MORA DE RUBIELOS;30;701949;4456002;;280
ES441650000405;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Nogueruelas;TERUEL;MORA DE RUBIELOS;30;707940;4456237;;33
ES441650000406;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Nogueruelas;TERUEL;MORA DE RUBIELOS;30;702986;4459954;;124
ES441650000408;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Nogueruelas;TERUEL;MORA DE RUBIELOS;30;702238;4458940;;68
ES441650000409;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Nogueruelas;TERUEL;MORA DE RUBIELOS;30;699610;4457105;;130
ES441650000410;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Nogueruelas;TERUEL;MORA DE RUBIELOS;30;704570;4461386;;60
ES441650000411;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Nogueruelas;TERUEL;MORA DE RUBIELOS;30;700679;4456776;;25
ES441659000000;Plaza de Toros permanente;Bóvidos;;Nogueruelas;TERUEL;MORA DE RUBIELOS;30;696302;4450726;Convencional;
ES441677000000;Pasto;Bóvidos;Reproducción para producción de carne;Obón;TERUEL;MUNIESA;30;717870;4492136;;150
ES441677000001;Pasto;Bóvidos;;Obón;TERUEL;MUNIESA;;;;;150
ES441690000403;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Ojos Negros;TERUEL;MONREAL DEL CAMPO;30;628590;4512596;;800
ES441697000000;Pasto;Bóvidos;;Ojos Negros;TERUEL;MONREAL DEL CAMPO;30;627042;4510217;Convencional;0
ES441720000401;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo abierto;Oliete;TERUEL;ANDORRA;30;695373;4541357;Convencional;138
ES441730000400;Producción y reproducción;Bóvidos;Reproducción para producción mixta;Olmos (Los);TERUEL;ALCORISA;30;714136;4527699;;30
ES441740000404;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Orihuela del Tremedal;TERUEL;ALBARRACÍN;30;614404;4490572;;60
ES441747200000;Pasto;Bóvidos;;Orihuela del Tremedal;TERUEL;ALBARRACÍN;30;612991;4485091;;0
ES441749000000;Plaza de Toros permanente;Bóvidos;;Orihuela del Tremedal;TERUEL;ALBARRACÍN;30;613854;4489639;Convencional;0
ES441767000000;Pasto;Bóvidos;;Palomar de Arroyos;TERUEL;MONTALBÁN;30;690419;4516955;Convencional;10000
ES441790000400;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Peñarroya de Tastavins;TERUEL;VALDERROBRES;30;753599;4514882;Convencional;21
ES441790000402;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Peñarroya de Tastavins;TERUEL;VALDERROBRES;30;756321;4512017;Convencional;
ES441790000403;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Peñarroya de Tastavins;TERUEL;VALDERROBRES;30;755552;4515253;Convencional;30
ES441790000404;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Peñarroya de Tastavins;TERUEL;VALDERROBRES;31;250936;4517515;Convencional;30
ES441790000405;Producción y reproducción;Bóvidos;Reproducción para producción de carne;Peñarroya de Tastavins;TERUEL;VALDERROBRES;30;751759;4508908;Convencional;30
ES441790009403;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Peñarroya de Tastavins;TERUEL;VALDERROBRES;30;755552;4515253;;90
ES441790009405;Producción y reproducción;Bóvidos;Cebo o cebadero de ciclo cerrado;Peñarroya de Tastavins;TERUEL;VALDERROBRES;30;751759;4508908;;90
ES441797000000;Pasto;Bóvidos;;Peñarroya de Tastavins;TERUEL;VALDERROBRES;30;757613;4515933;Convencional;0
